package,keyword
madrat,data aggregation
neatStats,data aggregation
qicharts,data aggregation
sarp.snowprofile.alignment,data aggregation
sdafilter,data aggregation
aLFQ,data analysis
bayes4psy,data analysis
BayesDA,data analysis
blmeco,data analysis
hbsaems,data analysis
hmclearn,data analysis
jagstargets,data analysis
powerbrmsINLA,data analysis
shinymrp,data analysis
tidyft,data analysis
catdap,data analysis
CatDataAnalysis,data analysis
fctutils,data analysis
fsdaR,data analysis
rBMF,data analysis
robcat,data analysis
biostats,data analysis
metalite,data analysis
coda.base,data analysis
coda.plot,data analysis
codaredistlm,data analysis
Compositional,data analysis
CompositionalML,data analysis
easyCODA,data analysis
folio,data analysis
kinesis,data analysis
miniLNM,data analysis
dtgiw,data analysis
ade4,data analysis
adjclust,data analysis
AIUQ,data analysis
AlignLV,data analysis
AMR,data analysis
anabel,data analysis
analyzer,data analysis
animation,data analysis
anipaths,data analysis
AOUSDOHtools,data analysis
aqp,data analysis
archiDART,data analysis
arm,data analysis
assert,data analysis
astsa,data analysis
Athlytics,data analysis
attempt,data analysis
AutoAds,data analysis
azuremapsr,data analysis
BallMapper,data analysis
bartMachine,data analysis
basecamb,data analysis
BayesCVI,data analysis
bda,data analysis
biosensors.usc,data analysis
BivRec,data analysis
blit,data analysis
blockcluster,data analysis
booklet,data analysis
BootMRMR,data analysis
brinton,data analysis
BSDA,data analysis
btb,data analysis
bulkAnalyseR,data analysis
Calculator.LR.FNs,data analysis
careless,data analysis
CARM,data analysis
CaseCohortCoxSurvival,data analysis
CB2,data analysis
ceas,data analysis
Certara.NLME8,data analysis
cg,data analysis
chatAI4R,data analysis
ChemoSpec,data analysis
Ckmeans.1d.dp,data analysis
clickb,data analysis
clinfun,data analysis
ClustAssess,data analysis
clustEff,data analysis
cmahalanobis,data analysis
cna,data analysis
coda4microbiome,data analysis
codecountR,data analysis
CoinMinD,data analysis
cold,data analysis
command,data analysis
condathis,data analysis
ConSciR,data analysis
ConsensusOPLS,data analysis
contoso,data analysis
convertid,data analysis
CopulaCenR,data analysis
copulaSim,data analysis
correlationfunnel,data analysis
ctmva,data analysis
cyphr,data analysis
CytoProfile,data analysis
D3GB,data analysis
DAAG,data analysis
dabestr,data analysis
dafs,data analysis
DAKS,data analysis
datadriftR,data analysis
DataVisualizations,data analysis
datawizard,data analysis
dauR,data analysis
deckgl,data analysis
Deducer,data analysis
demography,data analysis
DEploid.utils,data analysis
DeSciDe,data analysis
descstatsr,data analysis
DescTools,data analysis
designit,data analysis
DGEobj,data analysis
dimensio,data analysis
dipsaus,data analysis
Directional,data analysis
discoveR,data analysis
dispersionIndicators,data analysis
distantia,data analysis
diveR,data analysis
Docovt,data analysis
Domean,data analysis
downsize,data analysis
drake,data analysis
DrBats,data analysis
dslabs,data analysis
DTwrappers,data analysis
dySEM,data analysis
easyalluvial,data analysis
eatTools,data analysis
econid,data analysis
edar,data analysis
ehymet,data analysis
eikosograms,data analysis
einops,data analysis
ELISAtools,data analysis
EMMIXSSL,data analysis
ems,data analysis
EntropicStatistics,data analysis
enviGCMS,data analysis
EpiILM,data analysis
EstimateBreed,data analysis
evanverse,data analysis
evapoRe,data analysis
evir,data analysis
ExPanDaR,data analysis
explore,data analysis
extBatchMarking,data analysis
ez,data analysis
fabricQueryR,data analysis
FactoMineR,data analysis
FAST.R,data analysis
FastUtils,data analysis
fBasics,data analysis
fda,data analysis
fdadensity,data analysis
fdaoutlier,data analysis
fdapace,data analysis
fence,data analysis
fExtremes,data analysis
FIESTAutils,data analysis
file2meco,data analysis
fmrihrf,data analysis
fmsb,data analysis
FRCC,data analysis
FunSurv,data analysis
gap,data analysis
GDAdata,data analysis
GDAtools,data analysis
gds,data analysis
gen5helper,data analysis
geneExpressionFromGEO,data analysis
GENLIB,data analysis
GeoModels,data analysis
geostan,data analysis
GFA,data analysis
gg1d,data analysis
ggcleveland,data analysis
ggEDA,data analysis
gggda,data analysis
ggmapcn,data analysis
ggquickeda,data analysis
ggrisk,data analysis
gittargets,data analysis
glioblastomaEHRsData,data analysis
gmmsslm,data analysis
gmt,data analysis
gofar,data analysis
gpbStat,data analysis
GPEMR,data analysis
GPUmatrix,data analysis
GUniFrac,data analysis
GWalkR,data analysis
HDANOVA,data analysis
hdar,data analysis
HDXBoxeR,data analysis
healthyR,data analysis
healthyR.ai,data analysis
healthyR.ts,data analysis
heimdall,data analysis
henna,data analysis
highlighter,data analysis
HistDAWass,data analysis
HLAtools,data analysis
Hmisc,data analysis
huge,data analysis
HuraultMisc,data analysis
HVT,data analysis
idarps,data analysis
IgorR,data analysis
ILS,data analysis
imputeFin,data analysis
inecolr,data analysis
infectiousR,data analysis
Information,data analysis
injurytools,data analysis
interplex,data analysis
inti,data analysis
iNZightPlots,data analysis
IOHanalyzer,data analysis
iperform,data analysis
IRISSeismic,data analysis
irtawsi,data analysis
isdals,data analysis
isoWater,data analysis
KenSyn,data analysis
KernSmoothIRT,data analysis
kgraph,data analysis
knfi,data analysis
kuzuR,data analysis
LearnPCA,data analysis
lettervalue,data analysis
lilikoi,data analysis
longit,data analysis
lookout,data analysis
LorMe,data analysis
LSEbootLS,data analysis
LUCIDus,data analysis
Luminescence,data analysis
mappeR,data analysis
MapperAlgo,data analysis
mbsts,data analysis
MDMA,data analysis
MedDataSets,data analysis
memery,data analysis
mergen,data analysis
mergenstudio,data analysis
merTools,data analysis
metamorphr,data analysis
MicrobiomeStat,data analysis
microeco,data analysis
microseq,data analysis
midasr,data analysis
MIIPW,data analysis
miLineage,data analysis
miscF,data analysis
MiSPU,data analysis
MKmisc,data analysis
mldr,data analysis
MLModelSelection,data analysis
mltools,data analysis
mrap,data analysis
mrbin,data analysis
mRpostman,data analysis
mt,data analysis
mtlgmm,data analysis
multiblock,data analysis
MultiKink,data analysis
multimedia,data analysis
multimix,data analysis
MultiTraits,data analysis
multivarious,data analysis
mvMISE,data analysis
MVQuickGraphs,data analysis
NADA,data analysis
naryn,data analysis
ncar,data analysis
neatmaps,data analysis
neo4r,data analysis
netCoin,data analysis
nett,data analysis
NetWeaver,data analysis
networksem,data analysis
NeuroDataSets,data analysis
neuroim2,data analysis
neuroSCC,data analysis
nevada,data analysis
NMVANOVA,data analysis
NonCompart,data analysis
NumericEnsembles,data analysis
oii,data analysis
omixVizR,data analysis
openairmaps,data analysis
ordinalTables,data analysis
ordr,data analysis
OrgMassSpecR,data analysis
ouladFormat,data analysis
PAGFL,data analysis
panelhetero,data analysis
panelPomp,data analysis
PathwayVote,data analysis
pbatR,data analysis
PCBS,data analysis
pctax,data analysis
pdSpecEst,data analysis
pepr,data analysis
PepSAVIms,data analysis
Phenotype,data analysis
PhotosynQ,data analysis
pipeflow,data analysis
pkr,data analysis
plotluck,data analysis
poisDoubleSamp,data analysis
pomp,data analysis
poseticDataAnalysis,data analysis
POSetR,data analysis
PPCDT,data analysis
PRA,data analysis
predictoR,data analysis
presmoothedTP,data analysis
ProcData,data analysis
projmgr,data analysis
prome,data analysis
promor,data analysis
protti,data analysis
protViz,data analysis
psycho,data analysis
psyntur,data analysis
qap,data analysis
qbinplots,data analysis
qcrlscR,data analysis
qicharts,data analysis
qMRI,data analysis
QurvE,data analysis
rADA,data analysis
RAdwords,data analysis
ratdat,data analysis
rb3,data analysis
RcextTools,data analysis
rD3plot,data analysis
rdrobust,data analysis
reda,data analysis
regmhmm,data analysis
regressoR,data analysis
reporttools,data analysis
reproducer,data analysis
responsePatterns,data analysis
Rfast,data analysis
Rfast2,data analysis
rfriend,data analysis
rfvimptest,data analysis
RGCCA,data analysis
rgeoda,data analysis
rgm,data analysis
rigr,data analysis
ripserr,data analysis
RJSplot,data analysis
RKaggle,data analysis
rmdl,data analysis
Rmisc,data analysis
robCompositions,data analysis
RoughSets,data analysis
RPointCloud,data analysis
rqlm,data analysis
rrcov3way,data analysis
RSDA,data analysis
RSmartlyIO,data analysis
rsvd,data analysis
rTensor,data analysis
s20x,data analysis
sampler,data analysis
sccore,data analysis
SCDA,data analysis
SCE,data analysis
scGate,data analysis
sdamr,data analysis
seedCCA,data analysis
SensoMineR,data analysis
seqinr,data analysis
setariaviridis,data analysis
SetTest,data analysis
sfhotspot,data analysis
sgr,data analysis
shinyr,data analysis
sievePH,data analysis
silviculture,data analysis
simpleCache,data analysis
SimplicialComplex,data analysis
singleCellHaystack,data analysis
sistec,data analysis
sketchy,data analysis
slendr,data analysis
Sleuth2,data analysis
Sleuth3,data analysis
sm,data analysis
sonify,data analysis
sparkhail,data analysis
SpatialTools,data analysis
spatstat,data analysis
spatstat.explore,data analysis
spatstat.linnet,data analysis
spBPS,data analysis
spData,data analysis
spdep,data analysis
speaq,data analysis
specleanr,data analysis
spect,data analysis
Splinets,data analysis
SPREDA,data analysis
ssizeRNA,data analysis
statforbiology,data analysis
StatTeacherAssistant,data analysis
subsampling,data analysis
subselect,data analysis
supernova,data analysis
SuRF.vs,data analysis
SurvHiDim,data analysis
SurviMChd,data analysis
symbolicDA,data analysis
tabbycat,data analysis
tcpl,data analysis
TDA,data analysis
TDAkit,data analysis
TDApplied,data analysis
TDAstats,data analysis
TDAvec,data analysis
teal.modules.general,data analysis
teda,data analysis
tensorBF,data analysis
terra,data analysis
textometry,data analysis
TFM,data analysis
thisutils,data analysis
tidycomm,data analysis
tidycwl,data analysis
tidydatatutor,data analysis
tidyplate,data analysis
tidytitanic,data analysis
TimeVizPro,data analysis
tinyarray,data analysis
tinyProject,data analysis
tldr,data analysis
topologyR,data analysis
toxEval,data analysis
transGFM,data analysis
TransProR,data analysis
traumar,data analysis
trendtestR,data analysis
trinROC,data analysis
TSANN,data analysis
TSEtools,data analysis
tspredit,data analysis
tswge,data analysis
ttbbeer,data analysis
twdtw,data analysis
twoway,data analysis
twoxtwo,data analysis
vacuum,data analysis
valuemap,data analysis
VAR.spec,data analysis
varhandle,data analysis
vcd,data analysis
vcdExtra,data analysis
VDPO,data analysis
verdata,data analysis
VineCopula,data analysis
visa,data analysis
visStatistics,data analysis
visvaR,data analysis
vivainsights,data analysis
voice,data analysis
vvauditor,data analysis
vvsculptor,data analysis
Wats,data analysis
WaverideR,data analysis
WebPower,data analysis
WeibullModiAMR,data analysis
WeibullR,data analysis
WeibullR.ALT,data analysis
whitebox,data analysis
whoa,data analysis
wizaRdry,data analysis
wnl,data analysis
wrProteo,data analysis
WVPlots,data analysis
xwf,data analysis
YRmisc,data analysis
ZINARp,data analysis
daltoolbox,data analytics
daltoolboxdp,data analytics
DatastreamDSWS2R,data analytics
SmartMeterAnalytics,data analytics
pems.utils,data archiving
SCORPION,data assimilation
baclava,data augmentation
bayesDP,data augmentation
dapper,data augmentation
flocker,data augmentation
imputeMulti,data augmentation
lnmixsurv,data augmentation
MNP,data augmentation
monomvn,data augmentation
mvnimpute,data augmentation
noncomplyR,data augmentation
norm,data augmentation
QUALYPSO,data augmentation
Rdta,data augmentation
refitME,data augmentation
spOccupancy,data augmentation
tspredit,data augmentation
UPG,data augmentation
ZIPBayes,data augmentation
MR.RGM,data availability
conserveR,data base
DescriptiveWH,data base
eudract,data base
FIESTAutils,data base
htsr,data base
idbr,data base
randomNames,data base
SQL,data base
tsdb,data base
virtuoso,data base
eatGADS,data base
mlr3db,data base
dmtools,data capture
EDCimport,data capture
redcapAPI,data capture
REDCapCAST,data capture
REDCapDM,data capture
REDCapExporter,data capture
REDCapR,data capture
redquack,data capture
ReviewR,data capture
sdtm.oak,data capture
earthdatalogin,data center
FedData,data center
genderstat,data center
hockeystick,data center
idcnrba,data center
ganGenerativeData,data classification
PriceIndices,data classification
wconf,data classification
autodb,data cleaning
bdc,data cleaning
bpa,data cleaning
clean,data cleaning
cleanepi,data cleaning
cleaner,data cleaning
clinpubr,data cleaning
dcmodify,data cleaning
deducorrect,data cleaning
eatTools,data cleaning
fabR,data cleaning
gen5helper,data cleaning
genderapi,data cleaning
GISINTEGRATION,data cleaning
GVS,data cleaning
LLMAgentR,data cleaning
madshapR,data cleaning
onemapsgapi,data cleaning
paar,data cleaning
palaeoverse,data cleaning
PhoneValidator,data cleaning
priceR,data cleaning
rfishnet2,data cleaning
rrefine,data cleaning
rSPARCS,data cleaning
sampleVADIR,data cleaning
shinymrp,data cleaning
starschemar,data cleaning
tall,data cleaning
tidygapminder,data cleaning
tidyrhrv,data cleaning
wdpar,data cleaning
WGCNA,data cleaning
wizaRdry,data cleaning
wordpredictor,data cleaning
dclone,data cloning
dcmle,data cloning
PVAClone,data cloning
FADPclust,data clustering
HDclassif,data clustering
ipADMIXTURE,data clustering
nomclust,data clustering
OptCirClust,data clustering
poisson.glm.mix,data clustering
acdcquery,data collection
binancer,data collection
covidsymptom,data collection
edcpR,data collection
FVDDPpkg,data collection
inti,data collection
japanstat,data collection
MacBehaviour,data collection
occupationMeasurement,data collection
OpenRepGrid,data collection
PracTools,data collection
qualtRics,data collection
RJafroc,data collection
robotoolbox,data collection
RSSampling,data collection
rsurveycto,data collection
Rthingsboard,data collection
